iteration,loss,epoch
27,94.04397583007812,0
27,93.81573486328125,0
28,94.80130004882812,0
28,94.79537963867188,0
28,94.60836791992188,0
28,94.50131225585938,0
28,94.34767150878906,0
29,93.80577850341797,0
29,93.72331237792969,0
29,93.64277648925781,0
29,93.57115936279297,0
29,93.33170318603516,0
30,93.35883331298828,0
30,93.16190338134766,0
30,93.06758117675781,0
30,93.02505493164062,0
30,92.97937774658203,0
31,92.68644714355469,0
31,92.70462036132812,0
31,92.46004486083984,0
31,92.41287231445312,0
31,92.17516326904297,0
32,91.51274108886719,0
32,91.34254455566406,0
32,91.2708969116211,0
32,91.10623931884766,0
32,91.15000915527344,0
33,92.09580993652344,0
33,91.93500518798828,0
33,91.87638092041016,0
33,91.74172973632812,0
33,91.60491943359375,0
34,90.89071655273438,0
34,90.80369567871094,0
34,90.70539093017578,0
34,90.53549194335938,0
34,90.50421142578125,0
35,90.73851013183594,0
35,90.6233901977539,0
35,90.48357391357422,0
35,90.32640075683594,0
35,90.24703216552734,0
36,89.18254089355469,0
36,89.05010986328125,0
36,88.94093322753906,0
36,88.80380249023438,0
36,88.56395721435547,0
37,87.78301239013672,0
37,87.6573715209961,0
37,87.61549377441406,0
37,87.45196533203125,0
37,87.26289367675781,0
38,87.77606201171875,0
38,87.60243225097656,0
38,87.38748931884766,0
38,87.26495361328125,0
38,87.19110107421875,0
39,87.49778747558594,0
39,87.3208999633789,0
39,87.1799087524414,0
39,86.96038055419922,0
39,86.87344360351562,0
40,86.43231201171875,0
40,86.37718200683594,0
40,86.1573715209961,0
40,85.99345397949219,0
40,85.88587188720703,0
41,85.31888580322266,0
41,85.23870849609375,0
41,85.11299133300781,0
41,84.89359283447266,0
41,84.73280334472656,0
42,85.44596862792969,0
42,85.30021667480469,0
42,85.07341766357422,0
42,84.93006896972656,0
42,84.84414672851562,0
43,84.23100280761719,0
43,84.16360473632812,0
43,83.9717025756836,0
43,83.77632141113281,0
43,83.58570861816406,0
44,83.54112243652344,0
44,83.3744888305664,0
44,83.1910400390625,0
44,83.07337951660156,0
44,82.94477844238281,0
45,82.36491394042969,0
45,82.16598510742188,0
45,81.97892761230469,0
45,81.86825561523438,0
45,81.64566802978516,0
46,81.32534790039062,0
46,81.20648193359375,0
46,80.987548828125,0
46,80.87789916992188,0
46,80.65699768066406,0
47,80.52288818359375,0
47,80.36019897460938,0
47,80.17578125,0
47,80.02536010742188,0
47,79.80455017089844,0
48,80.56248474121094,0
48,80.39682006835938,0
48,80.21337890625,0
48,80.05094909667969,0
48,79.89076232910156,0
49,79.19319152832031,0
49,79.01974487304688,0
49,78.82620239257812,0
49,78.71094512939453,0
49,78.50621795654297,0
50,79.01829528808594,0
50,78.86582946777344,0
50,78.72289276123047,0
50,78.5175552368164,0
50,78.31903076171875,0
51,76.75621795654297,0
51,76.56614685058594,0
51,76.4279556274414,0
51,76.21739196777344,0
51,76.04840850830078,0
52,75.75369262695312,0
52,75.50186157226562,0
52,75.359130859375,0
52,75.13442993164062,0
52,75.00271606445312,0
53,75.01863098144531,0
53,74.86859893798828,0
53,74.66102600097656,0
53,74.43891906738281,0
53,74.29168701171875,0
54,73.98170471191406,0
54,73.75920867919922,0
54,73.62358093261719,0
54,73.4114990234375,0
54,73.22618103027344,0
55,74.30818176269531,0
55,74.16751098632812,0
55,73.93711853027344,0
55,73.7633285522461,0
55,73.60442352294922,0
56,73.3340835571289,0
56,73.19507598876953,0
56,73.0030517578125,0
56,72.80842590332031,0
56,72.65443420410156,0
57,71.85942077636719,0
57,71.68377685546875,0
57,71.51421356201172,0
57,71.30712890625,0
57,71.1621322631836,0
58,72.26951599121094,0
58,72.11387634277344,0
58,71.94107818603516,0
58,71.77873992919922,0
58,71.58438110351562,0
59,69.52422332763672,0
59,69.34884643554688,0
59,69.1925048828125,0
59,69.04670715332031,0
59,68.85765075683594,0
60,69.74739074707031,0
60,69.5548095703125,0
60,69.4247055053711,0
60,69.25762939453125,0
60,69.09404754638672,0
61,68.12284851074219,0
61,67.94839477539062,0
61,67.79000091552734,0
61,67.6251220703125,0
61,67.47000885009766,0
62,68.0802001953125,0
62,67.92613220214844,0
62,67.74638366699219,0
62,67.62075805664062,0
62,67.447265625,0
63,66.28538513183594,0
63,66.13097381591797,0
63,65.96478271484375,0
63,65.8231201171875,0
63,65.64534759521484,0
64,66.13932800292969,0
64,66.02006530761719,0
64,65.85023498535156,0
64,65.73612976074219,0
64,65.55620574951172,0
65,64.97713470458984,0
65,64.83982849121094,0
65,64.68118286132812,0
65,64.54051971435547,0
65,64.42121124267578,0
66,65.55413818359375,0
66,65.40650939941406,0
66,65.28366088867188,0
66,65.11790466308594,0
66,64.99956512451172,0
67,64.46559143066406,0
67,64.32804107666016,0
67,64.20718383789062,0
67,64.07025146484375,0
67,63.95849609375,0
68,63.23753356933594,0
68,63.11031723022461,0
68,62.98078155517578,0
68,62.87145233154297,0
68,62.74663543701172,0
69,61.806541442871094,0
69,61.68260955810547,0
69,61.54328918457031,0
69,61.431884765625,0
69,61.31867980957031,0
70,61.72084045410156,0
70,61.60899353027344,0
70,61.48597717285156,0
70,61.37873077392578,0
70,61.274192810058594,0
71,62.2630500793457,0
71,62.163917541503906,0
71,62.0557746887207,0
71,61.948448181152344,0
71,61.843414306640625,0
72,60.49479675292969,0
72,60.40645217895508,0
72,60.29960632324219,0
72,60.19687271118164,0
72,60.09372329711914,0
73,58.745880126953125,0
73,58.63336944580078,0
73,58.53412628173828,0
73,58.44658660888672,0
73,58.34807205200195,0
74,59.90087890625,0
74,59.80552291870117,0
74,59.739341735839844,0
74,59.618587493896484,0
74,59.535499572753906,0
75,58.92386245727539,0
75,58.85344314575195,0
75,58.74931716918945,0
75,58.681488037109375,0
75,58.616050720214844,0
76,59.645591735839844,0
76,59.56285858154297,0
76,59.486019134521484,0
76,59.43439483642578,0
76,59.34292984008789,0
77,59.03750991821289,0
77,58.96197509765625,0
77,58.882293701171875,0
77,58.81990051269531,0
77,58.75473403930664,0
78,58.92156982421875,0
78,58.855255126953125,0
78,58.78941345214844,0
78,58.74041748046875,0
78,58.67237091064453,0
79,56.87171173095703,0
79,56.804725646972656,0
79,56.76155090332031,0
79,56.68354415893555,0
79,56.64643859863281,0
80,57.475830078125,0
80,57.41157150268555,0
80,57.349945068359375,0
80,57.301185607910156,0
80,57.229583740234375,0
81,58.09153747558594,0
81,58.045894622802734,0
81,57.992835998535156,0
81,57.946533203125,0
81,57.89556121826172,0
82,57.887535095214844,0
82,57.836769104003906,0
82,57.792572021484375,0
82,57.73492431640625,0
82,57.70207595825195,0
83,55.94252014160156,0
83,55.916534423828125,0
83,55.84675216674805,0
83,55.79115295410156,0
83,55.76074981689453,0
84,56.678436279296875,0
84,56.631919860839844,0
84,56.59349822998047,0
84,56.543941497802734,0
84,56.486080169677734,0
85,55.78164291381836,0
85,55.74225616455078,0
85,55.710166931152344,0
85,55.672828674316406,0
85,55.627220153808594,0
86,57.503631591796875,0
86,57.47193145751953,0
86,57.41224670410156,0
86,57.389190673828125,0
86,57.33636474609375,0
87,57.23692321777344,0
87,57.205997467041016,0
87,57.173465728759766,0
87,57.13712692260742,0
87,57.092613220214844,0
88,55.954833984375,0
88,55.908119201660156,0
88,55.879981994628906,0
88,55.83310317993164,0
88,55.811485290527344,0
89,56.88954162597656,0
89,56.85569763183594,0
89,56.816795349121094,0
89,56.79698181152344,0
89,56.74864196777344,0
90,55.101932525634766,0
90,55.04906463623047,0
90,55.01246643066406,0
90,54.96823501586914,0
90,54.92999267578125,0
91,55.37202453613281,0
91,55.34640121459961,0
91,55.3043212890625,0
91,55.24000549316406,0
91,55.21546936035156,0
92,56.957923889160156,0
92,56.92582702636719,0
92,56.88382339477539,0
92,56.83002471923828,0
92,56.80150604248047,0
93,53.633853912353516,0
93,53.6031494140625,0
93,53.563568115234375,0
93,53.523582458496094,0
93,53.49962615966797,0
94,55.26246643066406,0
94,55.20240020751953,0
94,55.182918548583984,0
94,55.13824462890625,0
94,55.09217834472656,0
95,55.072200775146484,0
95,55.03217315673828,0
95,54.98167419433594,0
95,54.950687408447266,0
95,54.91813659667969,0
96,54.581809997558594,0
96,54.53118896484375,0
96,54.50878143310547,0
96,54.440574645996094,0
96,54.42750930786133,0
97,52.936729431152344,0
97,52.89116668701172,0
97,52.869171142578125,0
97,52.841312408447266,0
97,52.81388473510742,0
98,53.76723098754883,0
98,53.760841369628906,0
98,53.680572509765625,0
98,53.65763854980469,0
98,53.64297866821289,0
99,53.50088882446289,0
99,53.451900482177734,0
99,53.42780685424805,0
99,53.39051055908203,0
99,53.352508544921875,0
100,53.24230194091797,0
100,53.198974609375,0
100,53.17633056640625,0
100,53.14020919799805,0
100,53.11097717285156,0
101,52.99769592285156,0
101,52.93650817871094,0
101,52.90061950683594,0
101,52.85407257080078,0
101,52.834320068359375,0
102,53.82556915283203,0
102,53.785804748535156,0
102,53.73853302001953,0
102,53.704200744628906,0
102,53.681915283203125,0
103,53.195098876953125,0
103,53.20240783691406,0
103,53.099761962890625,0
103,53.092098236083984,0
103,53.071144104003906,0
104,54.06078338623047,0
104,54.029930114746094,0
104,54.00617218017578,0
104,53.99893569946289,0
104,53.963497161865234,0
105,52.702667236328125,0
105,52.69029235839844,0
105,52.68042755126953,0
105,52.63951873779297,0
105,52.59832000732422,0
106,52.57953643798828,0
106,52.53306198120117,0
106,52.499881744384766,0
106,52.481170654296875,0
106,52.466102600097656,0
107,52.2376708984375,0
107,52.24122619628906,0
107,52.214298248291016,0
107,52.18810272216797,0
107,52.16004180908203,0
108,51.79795455932617,0
108,51.70775604248047,0
108,51.6844367980957,0
108,51.71053695678711,0
108,51.65614318847656,0
109,52.74324417114258,0
109,52.70277786254883,0
109,52.680152893066406,0
109,52.637847900390625,0
109,52.65570831298828,0
110,51.58222579956055,0
110,51.574859619140625,0
110,51.52299499511719,0
110,51.488624572753906,0
110,51.447837829589844,0
111,51.46886444091797,0
111,51.41379928588867,0
111,51.387325286865234,0
111,51.36506652832031,0
111,51.31068801879883,0
112,51.71552658081055,0
112,51.63694763183594,0
112,51.61030578613281,0
112,51.577964782714844,0
112,51.61279296875,0
113,53.308746337890625,0
113,53.290489196777344,0
113,53.27296829223633,0
113,53.24562454223633,0
113,53.239341735839844,0
114,51.92461395263672,0
114,51.926002502441406,0
114,51.88148498535156,0
114,51.86459732055664,0
114,51.823944091796875,0
115,51.624576568603516,0
115,51.61799621582031,0
115,51.58214569091797,0
115,51.535377502441406,0
115,51.55048370361328,0
116,50.93345642089844,0
116,50.90019989013672,0
116,50.90433883666992,0
116,50.88750457763672,0
116,50.85272216796875,0
117,52.00416564941406,0
117,52.01036071777344,0
117,51.97020721435547,0
117,51.931915283203125,0
117,51.9044189453125,0
118,50.76056671142578,0
118,50.733551025390625,0
118,50.72097396850586,0
118,50.65154266357422,0
118,50.64056396484375,0
119,50.3948974609375,0
119,50.38964080810547,0
119,50.337799072265625,0
119,50.266876220703125,0
119,50.236228942871094,0
120,51.040714263916016,0
120,51.03242492675781,0
120,51.00055694580078,0
120,50.957054138183594,0
120,50.914833068847656,0
121,50.93526840209961,0
121,50.945308685302734,0
121,50.86756896972656,0
121,50.831321716308594,0
121,50.835418701171875,0
122,50.52206802368164,0
122,50.508724212646484,0
122,50.4827880859375,0
122,50.44936752319336,0
122,50.41603088378906,0
123,48.845272064208984,0
123,48.82793045043945,0
123,48.807334899902344,0
123,48.765045166015625,0
123,48.74662780761719,0
124,48.66544723510742,0
124,48.636417388916016,0
124,48.64405822753906,0
124,48.613739013671875,0
124,48.532249450683594,0
125,49.9085578918457,0
125,49.886085510253906,0
125,49.8346061706543,0
125,49.80120849609375,0
125,49.816009521484375,0
126,50.49307632446289,0
126,50.50379180908203,0
126,50.44569778442383,0
126,50.422821044921875,0
126,50.40018081665039,0
127,49.94923782348633,0
127,49.906524658203125,0
127,49.876670837402344,0
127,49.86615753173828,0
127,49.85464096069336,0
128,50.37705993652344,0
128,50.3471794128418,0
128,50.28772735595703,0
128,50.26062774658203,0
128,50.226707458496094,0
129,50.396934509277344,0
129,50.36349105834961,0
129,50.34230041503906,0
129,50.30601119995117,0
129,50.30604934692383,0
130,50.25157165527344,0
130,50.21551513671875,0
130,50.17408752441406,0
130,50.168067932128906,0
130,50.13962936401367,0
131,50.08873748779297,0
131,50.071205139160156,0
131,50.03313064575195,0
131,50.025238037109375,0
131,49.97001647949219,0
132,49.77062225341797,0
132,49.69340515136719,0
132,49.65903854370117,0
132,49.65858840942383,0
132,49.59172058105469,0
133,49.47758865356445,0
133,49.45301055908203,0
133,49.411949157714844,0
133,49.358154296875,0
133,49.33222961425781,0
134,48.64025115966797,0
134,48.58485412597656,0
134,48.570762634277344,0
134,48.52677917480469,0
134,48.51860046386719,0
135,49.17894744873047,0
135,49.14575958251953,0
135,49.10478973388672,0
135,49.0810432434082,0
135,49.04840850830078,0
136,49.237213134765625,0
136,49.19182586669922,0
136,49.15473175048828,0
136,49.130855560302734,0
136,49.10761260986328,0
137,48.27023696899414,0
137,48.2445068359375,0
137,48.216651916503906,0
137,48.19538116455078,0
137,48.15630340576172,0
138,49.2554931640625,0
138,49.220458984375,0
138,49.201263427734375,0
138,49.14952850341797,0
138,49.13518524169922,0
139,48.80912780761719,0
139,48.769779205322266,0
139,48.77198028564453,0
139,48.72193145751953,0
139,48.6924934387207,0
140,48.631324768066406,0
140,48.599449157714844,0
140,48.55186462402344,0
140,48.56104278564453,0
140,48.491844177246094,0
141,47.952056884765625,0
141,47.94733428955078,0
141,47.885093688964844,0
141,47.88248825073242,0
141,47.8066520690918,0
142,48.206581115722656,0
142,48.17063903808594,0
142,48.15672302246094,0
142,48.08434295654297,0
142,48.07804870605469,0
143,49.17660903930664,0
143,49.14051818847656,0
143,49.13081359863281,0
143,49.110984802246094,0
143,49.082679748535156,0
144,48.12260437011719,0
144,48.08639907836914,0
144,48.09455108642578,0
144,48.03532409667969,0
144,48.001953125,0
145,47.227630615234375,0
145,47.233299255371094,0
145,47.19000244140625,0
145,47.17578887939453,0
145,47.13722229003906,0
146,47.817237854003906,0
146,47.7994270324707,0
146,47.764076232910156,0
146,47.73136901855469,0
146,47.7127685546875,0
147,47.309410095214844,0
147,47.262977600097656,0
147,47.2500114440918,0
147,47.20684814453125,0
147,47.1738166809082,0
148,47.078094482421875,0
148,47.059627532958984,0
148,47.021690368652344,0
148,46.97811508178711,0
148,46.969764709472656,0
149,47.678794860839844,0
149,47.62914276123047,0
149,47.59764862060547,0
149,47.568931579589844,0
149,47.54329299926758,0
150,46.88290023803711,0
150,46.86121368408203,0
150,46.82020568847656,0
150,46.803802490234375,0
150,46.757598876953125,0
151,46.353336334228516,0
151,46.33586120605469,0
151,46.28640365600586,0
151,46.264137268066406,0
151,46.23497009277344,0
152,46.5568962097168,0
152,46.51660919189453,0
152,46.469879150390625,0
152,46.4499397277832,0
152,46.40924835205078,0
153,46.277305603027344,0
153,46.23974609375,0
153,46.2294921875,0
153,46.18125534057617,0
153,46.17859649658203,0
154,47.07017517089844,0
154,47.00031280517578,0
154,46.975460052490234,0
154,46.95288848876953,0
154,46.9182243347168,0
155,45.90234375,0
155,45.84832763671875,0
155,45.821537017822266,0
155,45.78643035888672,0
155,45.750858306884766,0
156,46.374393463134766,0
156,46.33954620361328,0
156,46.315731048583984,0
156,46.25265884399414,0
156,46.26838684082031,0
157,46.21846008300781,0
157,46.190521240234375,0
157,46.1619873046875,0
157,46.12613296508789,0
157,46.07124328613281,0
158,46.029422760009766,0
158,46.00960159301758,0
158,45.96295928955078,0
158,45.93582534790039,0
158,45.91535186767578,0
159,46.04820251464844,0
159,45.99262237548828,0
159,45.996253967285156,0
159,45.95487976074219,0
159,45.90681076049805,0
160,46.32792282104492,0
160,46.29304504394531,0
160,46.25670623779297,0
160,46.21601867675781,0
160,46.18798828125,0
161,46.584068298339844,0
161,46.50720977783203,0
161,46.503639221191406,0
161,46.45579528808594,0
161,46.392173767089844,0
162,44.65826416015625,0
162,44.608280181884766,0
162,44.58723449707031,0
162,44.54191589355469,0
162,44.54571533203125,0
163,44.68444061279297,0
163,44.63084411621094,0
163,44.620445251464844,0
163,44.60027313232422,0
163,44.530094146728516,0
164,44.906829833984375,0
164,44.88017654418945,0
164,44.823150634765625,0
164,44.787391662597656,0
164,44.747406005859375,0
165,44.41655349731445,0
165,44.381858825683594,0
165,44.32640838623047,0
165,44.30818176269531,0
165,44.255638122558594,0
166,44.60435104370117,0
166,44.56226348876953,0
166,44.523963928222656,0
166,44.489051818847656,0
166,44.439762115478516,0
167,43.59706497192383,0
167,43.586273193359375,0
167,43.53132629394531,0
167,43.51054382324219,0
167,43.43357849121094,0
168,44.38280487060547,0
168,44.33710861206055,0
168,44.2913703918457,0
168,44.25776672363281,0
168,44.227935791015625,0
169,43.6690673828125,0
169,43.60283279418945,0
169,43.584991455078125,0
169,43.530914306640625,0
169,43.489158630371094,0
170,43.71814727783203,0
170,43.68577575683594,0
170,43.65025329589844,0
170,43.61719512939453,0
170,43.5622444152832,0
171,43.68519973754883,0
171,43.635345458984375,0
171,43.58083724975586,0
171,43.56690979003906,0
171,43.50957489013672,0
172,42.862457275390625,0
172,42.792701721191406,0
172,42.76033020019531,0
172,42.70329284667969,0
172,42.668739318847656,0
173,43.06585693359375,0
173,43.02092742919922,0
173,42.979270935058594,0
173,42.93471908569336,0
173,42.902870178222656,0
174,42.31001281738281,0
174,42.29690170288086,0
174,42.25004577636719,0
174,42.17073059082031,0
174,42.13810729980469,0
175,42.67189407348633,0
175,42.62566375732422,0
175,42.58283996582031,0
175,42.51644515991211,0
175,42.483070373535156,0
176,41.95231628417969,0
176,41.914512634277344,0
176,41.85432052612305,0
176,41.81985092163086,0
176,41.78458786010742,0
177,42.50102233886719,0
177,42.47047424316406,0
177,42.416404724121094,0
177,42.35869598388672,0
177,42.32001495361328,0
178,41.7515869140625,0
178,41.69279098510742,0
178,41.66265106201172,0
178,41.59905242919922,0
178,41.571083068847656,0
179,41.97293472290039,0
179,41.90406036376953,0
179,41.87689208984375,0
179,41.81581115722656,0
179,41.79719543457031,0
180,42.08695983886719,0
180,42.0504035949707,0
180,42.000709533691406,0
180,41.96400833129883,0
180,41.906394958496094,0
181,41.08784484863281,0
181,41.041656494140625,0
181,40.973480224609375,0
181,40.957664489746094,0
181,40.888370513916016,0
182,41.170631408691406,0
182,41.128780364990234,0
182,41.09341049194336,0
182,41.034053802490234,0
182,40.983489990234375,0
183,40.443138122558594,0
183,40.395240783691406,0
183,40.37238311767578,0
183,40.30661392211914,0
183,40.268157958984375,0
184,41.288997650146484,0
184,41.24412536621094,0
184,41.19939422607422,0
184,41.1407470703125,0
184,41.108436584472656,0
185,40.5472526550293,0
185,40.50248718261719,0
185,40.468955993652344,0
185,40.39723205566406,0
185,40.349891662597656,0
186,40.40464401245117,0
186,40.367149353027344,0
186,40.29920959472656,0
186,40.2325439453125,0
186,40.21928405761719,0
187,40.47756576538086,0
187,40.40302276611328,0
187,40.36029052734375,0
187,40.356773376464844,0
187,40.2802619934082,0
188,39.08030319213867,0
188,39.055419921875,0
188,39.00514602661133,0
188,38.93136978149414,0
188,38.91264724731445,0
189,40.44586181640625,0
189,40.401161193847656,0
189,40.34782409667969,0
189,40.30415344238281,0
189,40.242759704589844,0
190,39.257240295410156,0
190,39.18742370605469,0
190,39.151588439941406,0
190,39.08778762817383,0
190,39.02394104003906,0
191,39.02806854248047,0
191,38.992637634277344,0
191,38.93195724487305,0
191,38.89568328857422,0
191,38.82664489746094,0
192,38.07272720336914,0
192,38.017723083496094,0
192,37.962982177734375,0
192,37.91655731201172,0
192,37.85492706298828,0
193,38.31215286254883,0
193,38.29289245605469,0
193,38.21680450439453,0
193,38.15702819824219,0
193,38.083152770996094,0
194,38.5203857421875,0
194,38.46324920654297,0
194,38.43016815185547,0
194,38.38116455078125,0
194,38.31437301635742,0
195,38.71498489379883,0
195,38.67113494873047,0
195,38.60417938232422,0
195,38.5692024230957,0
195,38.506282806396484,0
196,36.52074432373047,0
196,36.502723693847656,0
196,36.40876770019531,0
196,36.38079071044922,0
196,36.32480239868164,0
197,36.77332305908203,0
197,36.691436767578125,0
197,36.656070709228516,0
197,36.59636306762695,0
197,36.55598449707031,0
198,37.15476608276367,0
198,37.12594223022461,0
198,37.07105255126953,0
198,36.99848175048828,0
198,36.953338623046875,0
199,36.68954849243164,0
199,36.614768981933594,0
199,36.55282974243164,0
199,36.49140167236328,0
199,36.44765853881836,0
200,36.46974182128906,0
200,36.416439056396484,0
200,36.354576110839844,0
200,36.299591064453125,0
200,36.2645378112793,0
201,36.04713439941406,0
201,35.990989685058594,0
201,35.91273498535156,0
201,35.86515426635742,0
201,35.820213317871094,0
202,35.82575988769531,0
202,35.77244186401367,0
202,35.73497772216797,0
202,35.69388961791992,0
202,35.60419464111328,0
203,35.18289566040039,0
203,35.09162521362305,0
203,35.064151763916016,0
203,35.00638198852539,0
203,34.965087890625,0
204,35.09809875488281,0
204,35.05943298339844,0
204,35.0003662109375,0
204,34.96163558959961,0
204,34.85663604736328,0
205,34.90583038330078,0
205,34.817039489746094,0
205,34.7596435546875,0
205,34.71782684326172,0
205,34.638912200927734,0
206,36.15464782714844,0
206,36.078407287597656,0
206,36.01459503173828,0
206,35.97283172607422,0
206,35.886051177978516,0
207,33.66438674926758,0
207,33.614097595214844,0
207,33.56842041015625,0
207,33.48998260498047,0
207,33.431312561035156,0
208,34.307498931884766,0
208,34.26947021484375,0
208,34.203880310058594,0
208,34.12734603881836,0
208,34.083457946777344,0
209,34.14361572265625,0
209,34.08659744262695,0
209,34.04518127441406,0
209,33.99620056152344,0
209,33.926815032958984,0
210,33.958526611328125,0
210,33.909088134765625,0
210,33.83628463745117,0
210,33.800537109375,0
210,33.747352600097656,0
211,33.33177947998047,0
211,33.26483917236328,0
211,33.23666000366211,0
211,33.144195556640625,0
211,33.08781433105469,0
212,33.302513122558594,0
212,33.24623107910156,0
212,33.21937561035156,0
212,33.139827728271484,0
212,33.09526062011719,0
213,32.81093215942383,0
213,32.760475158691406,0
213,32.69367980957031,0
213,32.652225494384766,0
213,32.56928634643555,0
214,32.057281494140625,0
214,32.01597595214844,0
214,31.949365615844727,0
214,31.875619888305664,0
214,31.8148136138916,0
215,32.15121078491211,0
215,32.105072021484375,0
215,32.046939849853516,0
215,31.993955612182617,0
215,31.920507431030273,0
216,32.06732940673828,0
216,32.035640716552734,0
216,31.969717025756836,0
216,31.88630485534668,0
216,31.829130172729492,0
217,31.564804077148438,0
217,31.512802124023438,0
217,31.443777084350586,0
217,31.37942886352539,0
217,31.328641891479492,0
218,32.34838104248047,0
218,32.29227828979492,0
218,32.26221466064453,0
218,32.1912727355957,0
218,32.1407470703125,0
219,31.034467697143555,0
219,30.970901489257812,0
219,30.92074203491211,0
219,30.867528915405273,0
219,30.787874221801758,0
220,30.49315643310547,0
220,30.432024002075195,0
220,30.377059936523438,0
220,30.328022003173828,0
220,30.255844116210938,0
221,30.749862670898438,0
221,30.69436264038086,0
221,30.651752471923828,0
221,30.585628509521484,0
221,30.52904510498047,0
222,30.369340896606445,0
222,30.297204971313477,0
222,30.221960067749023,0
222,30.179649353027344,0
222,30.134353637695312,0
223,30.268712997436523,0
223,30.213218688964844,0
223,30.151968002319336,0
223,30.127655029296875,0
223,30.0455322265625,0
224,30.060043334960938,0
224,29.998828887939453,0
224,29.95559310913086,0
224,29.888473510742188,0
224,29.845989227294922,0
225,29.066469192504883,0
225,29.011329650878906,0
225,28.959407806396484,0
225,28.927539825439453,0
225,28.860807418823242,0
226,29.17966079711914,0
226,29.136205673217773,0
226,29.094867706298828,0
226,29.042749404907227,0
226,29.021160125732422,0
227,29.716779708862305,0
227,29.651416778564453,0
227,29.627979278564453,0
227,29.572311401367188,0
227,29.527124404907227,0
228,29.217058181762695,0
228,29.179410934448242,0
228,29.12423324584961,0
228,29.102947235107422,0
228,29.0330867767334,0
229,28.374473571777344,0
229,28.311817169189453,0
229,28.287036895751953,0
229,28.22817611694336,0
229,28.193519592285156,0
230,28.443401336669922,0
230,28.39652442932129,0
230,28.352535247802734,0
230,28.295068740844727,0
230,28.261375427246094,0
231,28.92249298095703,0
231,28.880329132080078,0
231,28.855558395385742,0
231,28.834247589111328,0
231,28.764339447021484,0
232,27.888877868652344,0
232,27.856937408447266,0
232,27.837242126464844,0
232,27.788082122802734,0
232,27.747167587280273,0
233,27.651409149169922,0
233,27.648046493530273,0
233,27.564538955688477,0
233,27.52989387512207,0
233,27.499404907226562,0
234,27.360233306884766,0
234,27.299026489257812,0
234,27.302078247070312,0
