streamline_index,hausdorff_distance
126,28.572919845581055
127,26.087783813476562
128,32.4161376953125
129,25.024869918823242
130,32.38495635986328
131,20.638973236083984
132,25.480480194091797
133,34.96712112426758
134,28.12839126586914
135,28.458589553833008
136,23.365814208984375
137,36.91675567626953
138,31.8048095703125
139,29.078086853027344
140,32.29065704345703
141,27.314741134643555
142,44.09469223022461
143,25.421669006347656
144,23.633390426635742
145,32.23244857788086
146,25.786304473876953
147,36.04926681518555
148,22.21900749206543
149,31.0103759765625
150,27.888275146484375
151,32.20606994628906
152,19.82861328125
153,23.962297439575195
154,23.567668914794922
155,34.527381896972656
156,23.579578399658203
157,24.9686336517334
158,40.074745178222656
159,27.78824234008789
160,33.25030517578125
161,39.173851013183594
162,26.786579132080078
163,33.0753173828125
164,29.14496421813965
165,23.725292205810547
166,22.617462158203125
167,25.212013244628906
168,31.17138671875
169,25.783653259277344
170,33.208656311035156
171,27.470867156982422
172,40.83747863769531
173,21.865585327148438
174,33.231475830078125
175,23.077789306640625
176,28.256221771240234
177,27.286224365234375
178,24.865859985351562
179,23.198989868164062
180,31.55778694152832
181,29.975082397460938
182,35.53661346435547
183,28.51984405517578
184,37.27911376953125
185,33.29705047607422
186,32.040645599365234
187,29.653297424316406
188,32.180667877197266
189,25.525917053222656
190,41.693756103515625
191,32.762542724609375
192,25.465396881103516
193,25.251407623291016
194,28.98224639892578
195,35.379417419433594
196,33.1820068359375
197,30.227062225341797
198,28.008743286132812
199,26.511098861694336
200,29.893665313720703
201,23.391189575195312
202,22.810405731201172
203,42.4698486328125
204,41.93145751953125
205,29.619182586669922
206,21.92374038696289
207,43.462432861328125
208,29.05521011352539
209,33.350120544433594
210,27.24994659423828
211,28.499971389770508
212,27.65863037109375
213,41.44832992553711
214,24.404254913330078
215,18.16095733642578
216,27.58062744140625
217,34.65489196777344
218,31.09250259399414
219,25.681594848632812
220,24.453689575195312
221,38.49884033203125
222,27.388744354248047
223,28.420772552490234
224,23.157135009765625
225,30.704687118530273
226,28.871644973754883
227,24.52111053466797
228,23.77020263671875
229,28.744897842407227
230,29.788558959960938
231,17.956314086914062
232,25.565467834472656
233,25.453601837158203
234,30.176036834716797
235,22.847841262817383
236,23.928619384765625
237,21.31094741821289
238,31.416629791259766
239,23.101343154907227
240,32.34431457519531
241,29.715606689453125
242,24.480140686035156
243,31.76964569091797
244,25.208208084106445
245,24.495838165283203
246,36.74418640136719
247,26.711681365966797
248,31.05666732788086
249,27.745662689208984
250,32.248634338378906
251,28.900802612304688
252,35.49985122680664
253,31.202320098876953
254,29.528179168701172
255,22.110462188720703
256,30.76394271850586
257,34.175254821777344
258,29.25156021118164
259,21.065093994140625
260,25.81637191772461
261,32.307090759277344
262,21.544597625732422
263,25.029571533203125
264,30.36960220336914
265,32.08800506591797
266,31.310813903808594
267,22.210906982421875
268,25.00875473022461
269,28.306596755981445
270,27.228609085083008
271,24.350513458251953
272,20.89441680908203
273,27.51544952392578
274,34.35887145996094
275,38.05342102050781
276,36.93746566772461
277,26.30239486694336
278,26.836997985839844
279,22.38805389404297
280,24.535552978515625
281,28.952411651611328
282,26.708297729492188
283,39.7869873046875
284,33.11560821533203
285,29.678348541259766
286,24.103431701660156
287,19.640058517456055
288,27.20949935913086
289,34.43310546875
290,24.941303253173828
291,23.056198120117188
292,40.014503479003906
293,26.5626220703125
294,28.016551971435547
295,25.60057830810547
296,36.96725082397461
297,40.94147491455078
298,25.350730895996094
299,32.95130157470703
300,39.354244232177734
301,26.937908172607422
302,24.64920997619629
303,24.953548431396484
304,32.9129638671875
305,23.496692657470703
306,26.191932678222656
307,28.432392120361328
308,21.73587417602539
309,34.16469955444336
310,34.757076263427734
311,26.636648178100586
312,27.34747314453125
313,29.41986846923828
314,28.089630126953125
315,37.571380615234375
316,32.38325500488281
317,21.814720153808594
318,29.444055557250977
319,21.06580924987793
320,31.478450775146484
321,20.373037338256836
322,37.530487060546875
323,41.48606872558594
324,26.6773624420166
325,30.541492462158203
326,24.34188461303711
327,24.196651458740234
328,27.7188663482666
329,22.36956787109375
330,33.67699432373047
331,30.363786697387695
332,23.283058166503906
333,22.002899169921875
334,32.276031494140625
335,24.017383575439453
336,21.58897590637207
337,39.34181213378906
338,27.453369140625
339,18.835773468017578
340,37.24718475341797
341,31.060426712036133
342,29.702953338623047
343,20.988515853881836
344,29.3142147064209
345,27.573612213134766
346,39.42479705810547
347,26.427318572998047
348,32.182456970214844
349,43.93477249145508
350,26.682926177978516
351,19.030372619628906
352,19.909381866455078
353,29.04086685180664
354,23.919578552246094
355,29.08557891845703
356,30.559814453125
357,20.783737182617188
358,27.992042541503906
359,28.77577018737793
360,28.570823669433594
361,24.208703994750977
362,35.65117645263672
363,38.91970443725586
364,31.16797637939453
365,26.013643264770508
366,33.77346420288086
367,25.95691680908203
368,26.534881591796875
369,29.09765625
370,36.88984680175781
371,38.670875549316406
372,28.82229232788086
373,28.983278274536133
374,22.035968780517578
375,36.38523864746094
376,28.066482543945312
377,27.447147369384766
378,31.760509490966797
379,25.064193725585938
380,29.353084564208984
381,16.22125816345215
382,21.02724266052246
383,22.550052642822266
384,30.252729415893555
385,33.21851348876953
386,25.354644775390625
387,30.94330596923828
388,29.507877349853516
389,23.036983489990234
390,33.545623779296875
391,35.013511657714844
392,37.81885528564453
393,27.91584587097168
394,25.36874771118164
395,34.18635940551758
396,27.160465240478516
397,25.304210662841797
398,32.36962127685547
399,36.302249908447266
400,21.247417449951172
401,33.386070251464844
402,26.435306549072266
403,29.464096069335938
404,34.17140197753906
405,26.400419235229492
406,22.822280883789062
407,20.086612701416016
408,36.779788970947266
409,28.769075393676758
410,28.49713134765625
411,35.448875427246094
412,22.25409698486328
413,25.608386993408203
414,35.16315841674805
415,30.391393661499023
416,21.485557556152344
417,23.198772430419922
418,23.43804168701172
419,23.73865509033203
420,25.403409957885742
421,30.50973892211914
422,35.82820129394531
423,28.07232666015625
424,23.282495498657227
425,28.48719596862793
426,33.1734619140625
427,26.988109588623047
428,30.838146209716797
429,19.42889404296875
430,24.194597244262695
431,30.445938110351562
432,22.897743225097656
433,30.857175827026367
434,32.12228012084961
435,33.872459411621094
436,38.107887268066406
437,23.737674713134766
438,28.11857795715332
439,33.53160095214844
440,28.513696670532227
441,27.30526351928711
442,32.506317138671875
443,21.214887619018555
444,42.953880310058594
445,16.60334587097168
446,25.131256103515625
447,25.43132781982422
448,35.49851608276367
449,21.873294830322266
450,29.709758758544922
451,29.590391159057617
452,29.025314331054688
453,25.635196685791016
454,35.84687805175781
455,38.90435028076172
456,34.17403030395508
457,25.805753707885742
458,27.53444480895996
459,31.305435180664062
460,30.60346031188965
461,31.17867088317871
462,26.223392486572266
463,39.775306701660156
464,26.97532081604004
465,25.408924102783203
466,27.657651901245117
467,33.310302734375
468,28.18798065185547
469,29.20315933227539
470,27.98699951171875
471,32.33550262451172
472,31.550983428955078
473,22.62510871887207
474,21.835376739501953
475,26.18564796447754
476,23.281024932861328
477,35.17594909667969
478,25.54706382751465
479,24.384994506835938
480,34.62750244140625
481,26.57360076904297
482,24.08243751525879
483,21.656919479370117
484,29.239757537841797
485,29.377798080444336
486,27.596994400024414
487,22.911462783813477
488,29.678028106689453
489,28.827533721923828
490,17.93435287475586
491,27.239334106445312
492,36.125083923339844
493,21.714031219482422
494,25.0675048828125
495,30.27071762084961
496,22.55131721496582
497,32.44767761230469
498,21.593154907226562
499,21.418071746826172
500,36.218955993652344
501,36.13194274902344
502,19.822494506835938
503,31.139530181884766
504,27.71265411376953
505,25.150901794433594
506,30.361034393310547
507,25.618244171142578
508,24.259170532226562
509,25.078292846679688
510,43.335044860839844
511,32.784461975097656
512,30.907615661621094
513,30.957698822021484
514,46.62755584716797
515,25.194215774536133
516,34.110443115234375
517,30.233800888061523
518,28.328962326049805
519,25.589580535888672
520,22.492277145385742
521,25.87924575805664
522,35.76323699951172
523,32.39033508300781
524,30.949010848999023
525,25.10418701171875
526,30.926246643066406
527,24.744380950927734
528,24.505474090576172
529,26.54989242553711
530,27.657920837402344
531,30.378175735473633
532,27.16870880126953
533,28.26089096069336
534,22.901748657226562
535,27.687992095947266
536,33.04545211791992
537,23.056943893432617
538,30.234233856201172
539,26.00397491455078
540,25.933874130249023
541,33.366119384765625
542,19.584604263305664
543,27.811920166015625
544,32.579917907714844
545,24.759506225585938
546,25.106792449951172
547,21.40717887878418
548,21.640409469604492
549,18.54067611694336
550,26.503215789794922
551,34.20105743408203
552,16.481203079223633
553,32.11029815673828
554,42.29896545410156
555,20.959636688232422
556,23.981544494628906
557,32.83551788330078
558,23.385196685791016
559,26.02329444885254
560,30.124160766601562
561,23.519887924194336
562,21.227603912353516
563,43.184295654296875
564,28.15646743774414
565,33.87189483642578
566,32.38594055175781
567,22.698244094848633
568,30.13296127319336
569,26.574949264526367
570,22.73692512512207
571,22.731338500976562
572,25.96463966369629
573,23.94365692138672
574,26.007841110229492
575,27.55777359008789
576,23.919509887695312
577,44.64769744873047
578,23.173831939697266
579,28.253280639648438
580,24.500194549560547
581,30.45453643798828
582,23.367145538330078
583,25.46800422668457
584,22.148193359375
585,32.219146728515625
586,30.85095977783203
587,21.991336822509766
588,29.45302963256836
589,27.704763412475586
590,28.31153678894043
591,33.75206756591797
592,29.321849822998047
593,26.89854621887207
594,29.306289672851562
595,28.324132919311523
596,17.459306716918945
597,18.251310348510742
598,27.846521377563477
599,36.84227752685547
600,38.026302337646484
601,29.310062408447266
602,25.11544418334961
603,29.131397247314453
604,26.820470809936523
605,22.589088439941406
606,30.609989166259766
607,24.519367218017578
608,24.04086685180664
609,25.582351684570312
610,17.071054458618164
611,24.727510452270508
612,40.908912658691406
613,25.102670669555664
614,34.0283317565918
615,25.203948974609375
616,26.879222869873047
617,24.24485969543457
618,23.15530776977539
619,22.145397186279297
620,27.063461303710938
621,31.969886779785156
622,27.494781494140625
623,23.274375915527344
624,23.597949981689453
625,22.928131103515625
626,28.529333114624023
627,28.474365234375
628,32.069664001464844
629,27.71808433532715
630,35.03505325317383
631,25.657808303833008
632,42.27339172363281
633,33.93942642211914
634,37.94585037231445
635,28.36997413635254
636,34.63935852050781
637,21.635433197021484
638,27.702411651611328
639,33.66223907470703
640,34.136905670166016
641,24.77606964111328
642,30.873409271240234
643,30.172000885009766
644,28.757892608642578
645,26.777690887451172
646,24.929880142211914
647,21.73575782775879
648,33.55757522583008
649,30.157617568969727
650,34.56861114501953
651,35.00790023803711
652,30.25790023803711
653,26.253944396972656
654,28.767620086669922
655,24.322063446044922
656,23.005640029907227
657,22.031696319580078
658,27.753890991210938
659,24.46574592590332
660,26.523460388183594
661,32.34730529785156
662,32.58946990966797
663,25.21578598022461
664,37.69960021972656
665,26.504404067993164
666,26.62291717529297
667,33.08407974243164
668,26.522733688354492
669,22.47842788696289
670,27.212783813476562
671,21.356250762939453
672,30.33562469482422
673,54.97174835205078
674,28.334945678710938
675,32.376365661621094
676,24.54129409790039
677,34.6350212097168
678,37.591209411621094
679,28.627885818481445
680,26.67486572265625
681,32.03446960449219
682,27.65127944946289
683,27.626506805419922
684,21.555118560791016
685,32.924320220947266
686,31.417293548583984
687,19.922107696533203
688,25.860782623291016
689,19.735157012939453
690,29.100536346435547
691,21.018301010131836
692,27.210002899169922
693,44.99475860595703
694,30.33292579650879
695,31.34195899963379
696,28.695070266723633
697,21.55384063720703
698,37.28623580932617
699,24.81824493408203
700,31.784387588500977
701,45.92644119262695
702,21.117313385009766
703,24.588167190551758
704,28.157976150512695
705,26.34090805053711
706,30.685867309570312
707,21.27066421508789
708,24.257274627685547
709,28.406204223632812
710,21.764646530151367
711,33.15480041503906
712,24.95754051208496
713,27.09455108642578
714,36.199745178222656
715,30.460708618164062
716,29.77245330810547
717,20.828462600708008
718,38.202144622802734
719,26.32840919494629
720,27.820255279541016
721,27.698448181152344
722,30.976064682006836
723,25.299537658691406
724,21.643451690673828
725,31.41213607788086
726,24.469417572021484
727,23.083070755004883
728,36.2220458984375
729,32.213321685791016
730,27.164485931396484
731,21.602134704589844
732,25.035066604614258
733,22.134239196777344
734,30.775829315185547
735,24.881362915039062
736,29.957548141479492
737,31.444211959838867
738,26.534263610839844
739,15.832469940185547
740,25.83426284790039
741,27.825654983520508
742,25.70696258544922
743,26.360103607177734
744,28.235687255859375
745,29.39422607421875
746,25.284019470214844
747,31.500896453857422
748,27.93649673461914
749,36.750736236572266
750,18.392955780029297
751,20.593284606933594
752,28.969314575195312
753,26.258689880371094
754,24.48150062561035
755,31.85356903076172
756,28.113319396972656
757,36.65232849121094
758,35.61487579345703
759,23.939178466796875
760,38.71052551269531
761,37.449493408203125
762,23.69007682800293
763,32.43417739868164
764,26.156387329101562
765,25.51816749572754
766,16.122758865356445
767,29.02847671508789
768,32.26806640625
769,31.342334747314453
770,20.793960571289062
771,22.64514923095703
772,23.716890335083008
773,18.7728271484375
774,22.92917251586914
775,22.767581939697266
776,24.13803482055664
777,27.76373291015625
778,24.871339797973633
779,27.92877197265625
780,28.717628479003906
781,23.50686264038086
782,34.01811981201172
783,42.739051818847656
784,24.383750915527344
785,18.98171043395996
786,27.452247619628906
787,26.109054565429688
788,27.933425903320312
789,24.002731323242188
790,25.70812225341797
791,25.405941009521484
792,26.10236358642578
793,19.85083770751953
794,26.31873321533203
795,35.391822814941406
796,27.799144744873047
797,38.7333869934082
798,35.96825408935547
799,24.561241149902344
800,27.3695125579834
801,27.406936645507812
802,27.876651763916016
803,23.71250343322754
804,20.930540084838867
805,31.471860885620117
806,26.909313201904297
807,25.09613800048828
808,30.92224884033203
809,29.060420989990234
810,25.120023727416992
811,31.060482025146484
812,31.250978469848633
813,25.197921752929688
814,23.944499969482422
815,24.844989776611328
816,23.975204467773438
817,25.29412078857422
818,26.12921714782715
819,31.621788024902344
820,29.009611129760742
821,30.0081787109375
822,27.413103103637695
823,24.449909210205078
824,36.005306243896484
825,30.120803833007812
826,29.626028060913086
827,36.88233184814453
828,32.49268341064453
829,22.950725555419922
830,27.172380447387695
831,24.85361099243164
832,43.644535064697266
833,32.094383239746094
834,31.665794372558594
835,28.15821075439453
836,26.8978271484375
837,39.7529296875
838,22.76406478881836
839,29.841018676757812
840,24.684707641601562
841,30.824249267578125
842,26.761037826538086
843,32.808197021484375
844,32.93314743041992
845,20.609771728515625
846,31.955575942993164
847,21.992841720581055
848,30.967430114746094
849,35.5221061706543
850,22.230464935302734
851,30.861343383789062
852,23.510902404785156
853,35.498130798339844
854,22.14890480041504
855,23.692272186279297
856,30.412260055541992
857,29.469512939453125
858,24.899097442626953
859,27.343441009521484
860,30.06060028076172
861,35.00984191894531
862,24.450923919677734
863,33.363685607910156
864,27.24750518798828
865,30.16254997253418
866,28.59900665283203
867,21.555435180664062
868,24.724449157714844
869,24.90439224243164
870,30.341291427612305
871,20.23919677734375
872,28.35566520690918
873,19.841026306152344
874,26.670291900634766
875,39.46592330932617
876,24.64084243774414
877,48.531436920166016
878,26.854534149169922
879,27.437286376953125
880,30.373313903808594
881,29.945728302001953
882,22.301124572753906
883,24.30691146850586
884,20.79123878479004
885,23.03091049194336
886,33.38908767700195
887,20.116748809814453
888,21.912931442260742
889,38.64621353149414
890,32.03429412841797
891,23.080459594726562
892,31.140506744384766
893,25.87506866455078
894,42.763458251953125
895,29.822372436523438
896,26.337448120117188
897,31.083370208740234
898,27.274028778076172
899,35.30037307739258
900,32.95656204223633
901,23.375953674316406
902,28.5446720123291
903,39.8355712890625
904,22.096939086914062
905,26.362010955810547
906,32.2152099609375
907,48.60626220703125
908,31.07750129699707
909,29.548952102661133
910,25.92173194885254
911,28.26567840576172
912,25.766128540039062
913,32.72758865356445
914,26.224618911743164
915,29.18719482421875
916,24.783695220947266
917,32.32494354248047
918,36.848533630371094
919,30.628238677978516
920,24.99082374572754
921,26.149776458740234
922,29.386119842529297
923,29.456298828125
924,29.682743072509766
925,26.234539031982422
926,34.51075744628906
927,20.83413314819336
928,35.63693618774414
929,32.919349670410156
930,34.42601776123047
931,21.027597427368164
932,30.023460388183594
933,46.808597564697266
934,25.514949798583984
935,34.75444793701172
936,25.659194946289062
937,21.720260620117188
938,27.093820571899414
939,32.369384765625
940,30.550216674804688
941,37.54706573486328
942,24.220935821533203
943,29.665998458862305
944,33.34208679199219
945,22.315994262695312
946,22.399477005004883
947,29.46554946899414
948,26.361021041870117
949,22.321332931518555
950,25.104421615600586
951,29.981964111328125
952,31.002578735351562
953,22.126495361328125
954,52.0853157043457
955,26.283044815063477
956,24.40152359008789
957,27.431262969970703
958,32.44304656982422
959,35.523685455322266
960,22.039400100708008
961,23.891014099121094
962,35.57766342163086
963,22.23761749267578
964,26.89280891418457
965,29.477285385131836
966,34.203887939453125
967,21.82477378845215
968,27.517040252685547
969,24.79241371154785
970,24.84853744506836
971,26.531129837036133
972,30.3093318939209
973,30.580272674560547
974,26.443309783935547
975,22.936756134033203
976,23.053218841552734
977,27.786489486694336
978,25.09758758544922
979,26.7489013671875
980,32.42967224121094
981,20.655078887939453
982,26.25435447692871
983,23.605327606201172
984,32.48591613769531
985,41.4632568359375
986,43.54939270019531
987,26.28689956665039
988,27.758384704589844
989,22.103172302246094
990,32.388938903808594
991,26.164714813232422
992,23.62868881225586
993,24.006500244140625
994,30.431602478027344
995,34.969181060791016
996,22.401519775390625
997,16.763349533081055
998,23.03055191040039
999,36.420570373535156
1000,26.733314514160156
1001,24.952136993408203
1002,22.920242309570312
1003,21.428333282470703
1004,40.852996826171875
1005,23.631601333618164
1006,24.713886260986328
1007,24.185829162597656
1008,28.280902862548828
1009,32.01988983154297
1010,21.0743408203125
1011,31.184425354003906
1012,22.572731018066406
1013,22.989765167236328
1014,28.242502212524414
1015,45.475250244140625
1016,34.07328796386719
1017,26.792980194091797
1018,21.710859298706055
1019,23.191104888916016
1020,28.30560302734375
1021,28.256195068359375
1022,40.56970977783203
1023,29.564464569091797
1024,32.02375411987305
1025,32.99385070800781
1026,27.248659133911133
1027,31.607877731323242
1028,32.21900939941406
1029,23.36432456970215
1030,23.65250015258789
1031,27.523714065551758
1032,28.63506317138672
1033,28.72113037109375
1034,22.892776489257812
1035,31.681987762451172
1036,24.395675659179688
1037,37.122039794921875
1038,35.218204498291016
1039,33.922019958496094
1040,27.938114166259766
1041,28.027301788330078
1042,28.82054901123047
1043,31.344213485717773
1044,24.530319213867188
1045,20.287029266357422
1046,26.025598526000977
1047,20.03419303894043
1048,28.74588394165039
1049,27.8365421295166
1050,28.73523712158203
1051,21.534257888793945
1052,29.025287628173828
1053,32.055206298828125
1054,32.961036682128906
1055,27.706920623779297
1056,42.83228302001953
1057,31.89948272705078
1058,32.32937240600586
1059,25.9097900390625
1060,31.3439884185791
1061,34.791114807128906
1062,21.354156494140625
1063,42.235008239746094
1064,33.28375244140625
1065,29.130455017089844
1066,32.62238311767578
1067,24.882221221923828
1068,25.843936920166016
1069,27.495969772338867
1070,25.811485290527344
1071,25.822877883911133
1072,23.018150329589844
1073,27.824298858642578
1074,21.486915588378906
1075,28.88202476501465
1076,31.925167083740234
1077,32.20112609863281
1078,23.050621032714844
1079,28.45174217224121
1080,29.803226470947266
1081,35.95841979980469
1082,22.188858032226562
1083,26.473873138427734
1084,45.3765983581543
1085,23.42205810546875
1086,26.15515899658203
1087,24.187131881713867
1088,30.043895721435547
1089,32.150211334228516
1090,30.08349609375
1091,29.258941650390625
1092,18.24868392944336
1093,26.676437377929688
1094,31.02741241455078
1095,23.841794967651367
1096,28.78265380859375
1097,37.32392883300781
1098,26.98141098022461
1099,34.29163360595703
1100,30.08572006225586
1101,36.47550582885742
1102,36.518951416015625
1103,38.68854522705078
1104,28.790515899658203
1105,32.46039581298828
1106,27.15605926513672
1107,36.38153839111328
1108,24.664073944091797
1109,26.276084899902344
1110,26.825435638427734
1111,29.50577163696289
1112,33.50851821899414
1113,24.879932403564453
1114,30.790130615234375
1115,27.340557098388672
1116,26.173999786376953
1117,30.64712142944336
1118,22.86309242248535
1119,24.568042755126953
1120,26.063596725463867
1121,24.98066520690918
1122,25.924617767333984
1123,27.22260856628418
1124,29.82797622680664
1125,25.814970016479492
1126,25.589431762695312
1127,21.573387145996094
1128,32.370174407958984
1129,22.577842712402344
1130,25.31437110900879
1131,27.07262420654297
1132,28.941221237182617
1133,38.89468002319336
1134,23.921119689941406
1135,27.79571533203125
1136,23.425546646118164
1137,40.9749755859375
1138,35.43773651123047
1139,24.728416442871094
1140,27.71817398071289
1141,24.77895164489746
1142,24.136070251464844
1143,25.644744873046875
1144,45.877479553222656
1145,25.607404708862305
1146,28.34320640563965
1147,27.71621322631836
1148,24.223304748535156
1149,24.26751708984375
1150,22.878620147705078
1151,32.25128936767578
1152,27.058441162109375
1153,30.359481811523438
1154,23.3121337890625
1155,30.36444091796875
1156,29.883098602294922
1157,24.78365707397461
1158,32.936058044433594
1159,25.894630432128906
1160,36.17518615722656
1161,34.94618606567383
1162,55.004886627197266
1163,41.60260772705078
1164,23.128908157348633
1165,37.663482666015625
1166,31.498252868652344
1167,28.648380279541016
1168,23.280982971191406
1169,31.483230590820312
1170,21.918907165527344
1171,27.06783676147461
1172,32.20271682739258
1173,24.121967315673828
1174,30.49547004699707
1175,35.33391571044922
1176,25.497161865234375
1177,26.926862716674805
1178,31.465091705322266
1179,24.538251876831055
1180,33.65070343017578
1181,25.23552894592285
1182,32.81243896484375
1183,26.817710876464844
1184,47.47166061401367
1185,21.362060546875
1186,29.74105453491211
1187,21.952917098999023
1188,29.957841873168945
1189,22.56319808959961
1190,35.17207336425781
1191,30.081220626831055
1192,28.263954162597656
1193,25.07448387145996
1194,40.97589874267578
1195,25.0020751953125
1196,26.108417510986328
1197,24.612869262695312
1198,27.87246322631836
1199,29.58745574951172
1200,28.859149932861328
1201,20.656116485595703
1202,25.69739532470703
1203,14.831014633178711
1204,35.900718688964844
1205,33.24428939819336
1206,29.999225616455078
1207,24.846677780151367
1208,48.81891632080078
1209,25.68170738220215
1210,24.322816848754883
1211,25.207489013671875
1212,27.147666931152344
1213,27.348052978515625
1214,34.573692321777344
1215,28.803834915161133
1216,21.920486450195312
1217,34.931243896484375
1218,19.959022521972656
1219,28.864112854003906
1220,26.457191467285156
1221,28.88746452331543
1222,34.8089714050293
1223,21.825210571289062
1224,33.70753479003906
1225,25.466394424438477
1226,38.664466857910156
1227,29.97600746154785
1228,20.661375045776367
1229,29.63983917236328
1230,23.09815788269043
1231,27.272891998291016
1232,32.47737503051758
1233,28.578895568847656
1234,26.611474990844727
1235,30.30548095703125
1236,25.857173919677734
1237,27.974576950073242
1238,52.54612350463867
1239,26.498451232910156
1240,28.451889038085938
1241,21.810955047607422
1242,19.951316833496094
1243,27.267881393432617
1244,33.428245544433594
1245,26.444015502929688
1246,26.961971282958984
1247,22.743846893310547
1248,24.05545425415039
1249,28.0303897857666
1250,33.93486022949219
1251,52.09099578857422
1252,29.001882553100586
1253,28.877487182617188
1254,26.346275329589844
1255,25.11368179321289
1256,23.596235275268555
1257,23.213134765625
1258,26.261077880859375
1259,29.245271682739258
1260,20.922687530517578
1261,20.76581573486328
1262,26.344379425048828
1263,21.455528259277344
1264,38.60223388671875
1265,23.345714569091797
1266,30.70134162902832
1267,25.826753616333008
1268,25.76007080078125
1269,33.28970718383789
1270,20.662067413330078
1271,20.58708381652832
1272,47.52754211425781
1273,32.85665512084961
1274,31.699865341186523
1275,29.73638916015625
1276,26.497180938720703
1277,27.32424545288086
1278,24.515201568603516
1279,23.740806579589844
1280,25.100473403930664
1281,30.4138240814209
1282,27.13727569580078
1283,32.343963623046875
1284,26.998355865478516
1285,32.66565704345703
1286,28.043136596679688
1287,23.134077072143555
1288,29.270776748657227
1289,31.758808135986328
1290,24.735599517822266
1291,27.248512268066406
1292,19.586944580078125
1293,27.863588333129883
1294,25.672489166259766
1295,22.158294677734375
1296,28.462995529174805
1297,43.65972137451172
1298,28.203012466430664
1299,28.197128295898438
1300,26.97646713256836
1301,29.16596221923828
1302,41.581321716308594
1303,20.766088485717773
1304,29.582080841064453
1305,33.13871383666992
1306,33.76860046386719
1307,39.46739196777344
1308,29.61737823486328
1309,33.04447937011719
1310,28.470867156982422
1311,22.317691802978516
1312,18.757089614868164
1313,21.978649139404297
1314,30.447856903076172
1315,23.865615844726562
1316,34.43719482421875
1317,26.238590240478516
1318,30.735502243041992
1319,34.504608154296875
1320,24.70867347717285
1321,28.92577362060547
1322,23.864505767822266
1323,20.915973663330078
1324,28.60223388671875
1325,23.689556121826172
1326,19.7338924407959
1327,29.140743255615234
1328,25.16138458251953
1329,24.231773376464844
1330,26.205808639526367
1331,21.638343811035156
1332,28.612754821777344
1333,25.68284034729004
1334,22.00054931640625
1335,27.66234588623047
1336,22.22281265258789
1337,39.05448532104492
1338,21.519920349121094
1339,22.009353637695312
1340,23.388195037841797
1341,25.318641662597656
1342,39.64021301269531
1343,31.036577224731445
1344,32.140708923339844
1345,27.88079071044922
1346,35.90138626098633
1347,29.509082794189453
1348,26.58713150024414
1349,24.86568260192871
1350,31.830059051513672
1351,17.90560531616211
1352,26.141429901123047
1353,23.167102813720703
1354,44.01282501220703
1355,23.697505950927734
1356,20.615413665771484
1357,28.968441009521484
1358,33.67643356323242
1359,23.916000366210938
1360,25.106840133666992
1361,27.952430725097656
